frame,time,px,py,pz,dx,dy,dz,fov
634,13.2083,-17.324075,16.066652,-5.299169,0.935724,-0.206148,0.286224,55.431
635,13.2292,-17.286903,16.059589,-5.389658,0.934225,-0.205879,0.29127,55.3765
636,13.25,-17.249004,16.052224,-5.47893,0.932714,-0.2056,0.296265,55.3224
637,13.2708,-17.210379,16.04455,-5.566964,0.931193,-0.20531,0.301209,55.2688
638,13.2917,-17.171031,16.036565,-5.653738,0.929663,-0.20501,0.306101,55.2156
639,13.3125,-17.13096,16.028264,-5.739231,0.928124,-0.204699,0.310941,55.1629
640,13.3333,-17.09017,16.019644,-5.823422,0.926577,-0.204379,0.315728,55.1107
641,13.3542,-17.048661,16.0107,-5.906289,0.925023,-0.204047,0.320462,55.0589
642,13.375,-17.006437,16.001428,-5.987811,0.923464,-0.203706,0.325143,55.0077
643,13.3958,-16.964812,15.992174,-6.065478,0.921948,-0.203367,0.329627,54.9606
644,13.4167,-16.92213,15.982667,-6.142414,0.920415,-0.203024,0.334093,54.9142
645,13.4375,-16.878131,15.97285,-6.219144,0.918853,-0.202674,0.338573,54.8678
646,13.4583,-16.832836,15.96273,-6.295661,0.917264,-0.202316,0.343067,54.8215
647,13.4792,-16.786264,15.952311,-6.371957,0.915646,-0.201951,0.347573,54.7753
648,13.5,-16.738436,15.941597,-6.448024,0.914,-0.201579,0.352093,54.7291
649,13.5208,-16.689372,15.930595,-6.523857,0.912325,-0.2012,0.356627,54.683
650,13.5417,-16.639094,15.919309,-6.599447,0.91062,-0.200813,0.361173,54.6369
651,13.5625,-16.58762,15.907744,-6.674788,0.908885,-0.200419,0.365732,54.5909
652,13.5833,-16.534972,15.895905,-6.749872,0.907121,-0.200017,0.370303,54.545
653,13.6042,-16.48117,15.883797,-6.824692,0.905327,-0.199608,0.374887,54.4991
654,13.625,-16.426233,15.871426,-6.899242,0.903502,-0.199191,0.379483,54.4532
655,13.6458,-16.370183,15.858795,-6.973514,0.901646,-0.198767,0.384091,54.4075
656,13.6667,-16.313038,15.84591,-7.047502,0.899759,-0.198335,0.388711,54.3617
657,13.6875,-16.254819,15.832775,-7.121198,0.897841,-0.197896,0.393342,54.3161
658,13.7083,-16.195546,15.819397,-7.194595,0.895892,-0.197449,0.397985,54.2705
659,13.7292,-16.135239,15.805779,-7.267687,0.89391,-0.196994,0.402638,54.2249
660,13.75,-16.073918,15.791926,-7.340467,0.891897,-0.196532,0.407302,54.1794
661,13.7708,-16.011602,15.777844,-7.412927,0.889851,-0.196061,0.411976,54.134
662,13.7917,-15.948312,15.763536,-7.485062,0.887773,-0.195583,0.416661,54.0886
663,13.8125,-15.884066,15.749009,-7.556864,0.885662,-0.195097,0.421355,54.0433
664,13.8333,-15.818885,15.734267,-7.628326,0.883518,-0.194604,0.426058,53.9981
665,13.8542,-15.752789,15.719314,-7.699442,0.881341,-0.194102,0.43077,53.9529
666,13.875,-15.685796,15.704156,-7.770205,0.87913,-0.193592,0.435491,53.9077
667,13.8958,-15.617926,15.688797,-7.840609,0.876886,-0.193075,0.44022,53.8627
668,13.9167,-15.549198,15.673241,-7.910646,0.874608,-0.19255,0.444956,53.8177
669,13.9375,-15.479633,15.657495,-7.980311,0.872296,-0.192016,0.4497,53.7727
670,13.9583,-15.409249,15.641562,-8.049596,0.869949,-0.191475,0.454451,53.7279
671,13.9792,-15.338066,15.625447,-8.118495,0.867569,-0.190926,0.459207,53.683
672,14.0,-15.266102,15.609155,-8.187002,0.865154,-0.190369,0.46397,53.6383
673,14.0208,-15.193377,15.59269,-8.25511,0.862704,-0.189803,0.468738,53.5936
674,14.0417,-15.11991,15.576058,-8.322813,0.86022,-0.18923,0.473512,53.549
675,14.0625,-15.045719,15.559263,-8.390104,0.857701,-0.188649,0.478289,53.5044
676,14.0833,-14.970825,15.542309,-8.456977,0.855147,-0.18806,0.48307,53.4599
677,14.1042,-14.895246,15.525202,-8.523425,0.852558,-0.187463,0.487855,53.4155
678,14.125,-14.819,15.507945,-8.589443,0.849934,-0.186857,0.492642,53.3711
679,14.1458,-14.742106,15.490543,-8.655024,0.847275,-0.186244,0.497431,53.3268
680,14.1667,-14.664584,15.473002,-8.720161,0.844581,-0.185623,0.502222,53.2825
681,14.1875,-14.586451,15.455325,-8.784849,0.841851,-0.184994,0.507014,53.2384
682,14.2083,-14.507726,15.437517,-8.849081,0.839087,-0.184357,0.511806,53.1942
683,14.2292,-14.428428,15.419583,-8.912852,0.836287,-0.183712,0.516598,53.1502
684,14.25,-14.348576,15.401528,-8.976154,0.833452,-0.18306,0.521389,53.1062
685,14.2708,-14.268187,15.383354,-9.038983,0.830582,-0.182399,0.526179,53.0623
686,14.2917,-14.18728,15.365068,-9.101331,0.827677,-0.181731,0.530966,53.0184
687,14.3125,-14.105874,15.346674,-9.163194,0.824737,-0.181055,0.53575,52.9747
688,14.3333,-14.023986,15.328176,-9.224564,0.821762,-0.180372,0.540531,52.931
689,14.3542,-13.941634,15.309578,-9.285437,0.818752,-0.17968,0.545307,52.8873
690,14.375,-13.858837,15.290886,-9.345805,0.815708,-0.178981,0.550078,52.8437
691,14.3958,-13.775613,15.272102,-9.405664,0.812629,-0.178275,0.554844,52.8002
692,14.4167,-13.691979,15.253233,-9.465007,0.809516,-0.177561,0.559603,52.7568
693,14.4375,-13.607954,15.234282,-9.523829,0.806369,-0.17684,0.564355,52.7134
694,14.4583,-13.523555,15.215253,-9.582123,0.803188,-0.176112,0.569099,52.6701
695,14.4792,-13.4388,15.196151,-9.639885,0.799973,-0.175376,0.573835,52.6269
696,14.5,-13.353707,15.17698,-9.697108,0.796725,-0.174633,0.578561,52.5837
697,14.5208,-13.268292,15.157745,-9.753787,0.793444,-0.173883,0.583276,52.5406
698,14.5417,-13.182575,15.13845,-9.809916,0.79013,-0.173126,0.587981,52.4976
699,14.5625,-13.096572,15.119098,-9.86549,0.786783,-0.172363,0.592674,52.4546
700,14.5833,-13.0103,15.099695,-9.920502,0.783405,-0.171592,0.597355,52.4117
701,14.6042,-12.923777,15.080245,-9.974948,0.779994,-0.170815,0.602022,52.3689
702,14.625,-12.83702,15.060751,-10.028823,0.776553,-0.170031,0.606676,52.3262
703,14.6458,-12.750046,15.041218,-10.082119,0.77308,-0.169241,0.611314,52.2835
704,14.6667,-12.662873,15.021651,-10.134833,0.769577,-0.168445,0.615937,52.2409
705,14.6875,-12.575517,15.002052,-10.186959,0.766043,-0.167642,0.620543,52.1984
706,14.7083,-12.487996,14.982427,-10.238491,0.76248,-0.166834,0.625132,52.1559
707,14.7292,-12.400325,14.96278,-10.289424,0.758888,-0.16602,0.629703,52.1135
708,14.75,-12.312523,14.943114,-10.339753,0.755268,-0.165199,0.634255,52.0712
709,14.7708,-12.224605,14.923435,-10.389473,0.751619,-0.164374,0.638788,52.029
710,14.7917,-12.136589,14.903745,-10.438579,0.747943,-0.163543,0.6433,51.9868
711,14.8125,-12.04849,14.884049,-10.487064,0.744241,-0.162706,0.647791,51.9447
712,14.8333,-11.960326,14.864351,-10.534926,0.740512,-0.161865,0.652259,51.9027
713,14.8542,-11.872113,14.844654,-10.582157,0.736757,-0.161019,0.656705,51.8607
714,14.875,-11.783867,14.824964,-10.628754,0.732978,-0.160167,0.661128,51.8188
715,14.8958,-11.695605,14.805284,-10.67471,0.729174,-0.159312,0.665526,51.777
716,14.9167,-11.607342,14.785617,-10.720023,0.725347,-0.158452,0.669899,51.7353
717,14.9375,-11.519095,14.765969,-10.764685,0.721498,-0.157588,0.674245,51.6937
718,14.9583,-11.430879,14.746342,-10.808693,0.717626,-0.156719,0.678566,51.6521
719,14.9792,-11.342712,14.726741,-10.852042,0.713734,-0.155848,0.682859,51.6106
720,15.0,-11.254608,14.707169,-10.894727,0.709821,-0.154972,0.687123,51.5692
721,15.0208,-11.166583,14.687631,-10.936743,0.705888,-0.154093,0.691359,51.5278
722,15.0417,-11.078654,14.66813,-10.978085,0.701937,-0.153211,0.695565,51.4865
723,15.0625,-10.990835,14.64867,-11.018749,0.697968,-0.152326,0.699741,51.4453
724,15.0833,-10.903143,14.629255,-11.05873,0.693982,-0.151439,0.703885,51.4042
725,15.1042,-10.815592,14.609888,-11.098024,0.689981,-0.150549,0.707998,51.3632
726,15.125,-10.728199,14.590574,-11.136626,0.685964,-0.149657,0.712079,51.3222
727,15.1458,-10.640978,14.571316,-11.174532,0.681933,-0.148763,0.716126,51.2813
728,15.1667,-10.553946,14.552117,-11.211736,0.677889,-0.147867,0.72014,51.2405
729,15.1875,-10.467115,14.532982,-11.248236,0.673833,-0.14697,0.724119,51.1997
730,15.2083,-10.380503,14.513915,-11.284025,0.669767,-0.146071,0.728063,51.1591
731,15.2292,-10.294124,14.494918,-11.319101,0.66569,-0.145172,0.731972,51.1185
732,15.25,-10.207993,14.475996,-11.353458,0.661604,-0.144272,0.735844,51.078
733,15.2708,-10.122124,14.457151,-11.387092,0.65751,-0.143371,0.739679,51.0376
734,15.2917,-10.036533,14.438389,-11.42,0.653409,-0.142471,0.743477,50.9972
735,15.3125,-9.951234,14.419712,-11.452177,0.649303,-0.14157,0.747237,50.9569
736,15.3333,-9.866241,14.401123,-11.483619,0.645192,-0.14067,0.750959,50.9168
737,15.3542,-9.781569,14.382627,-11.514321,0.641078,-0.139771,0.754641,50.8766
738,15.375,-9.697233,14.364227,-11.544281,0.636961,-0.138873,0.758284,50.8366
739,15.3958,-9.613247,14.345926,-11.573493,0.632843,-0.137976,0.761887,50.7967
740,15.4167,-9.529625,14.327728,-11.601954,0.628726,-0.13708,0.76545,50.7568
741,15.4375,-9.44638,14.309636,-11.62966,0.624609,-0.136186,0.768971,50.717
742,15.4583,-9.363528,14.291653,-11.656607,0.620495,-0.135295,0.772451,50.6773
743,15.4792,-9.281082,14.273784,-11.682791,0.616385,-0.134406,0.77589,50.6377
744,15.5,-9.199056,14.256031,-11.708208,0.612279,-0.133519,0.779286,50.5981
745,15.5208,-9.117464,14.238398,-11.732856,0.60818,-0.132636,0.78264,50.5586
746,15.5417,-9.036319,14.220888,-11.756729,0.604088,-0.131756,0.78595,50.5192
747,15.5625,-8.955635,14.203504,-11.779825,0.600005,-0.13088,0.789218,50.4799
748,15.5833,-8.875425,14.186251,-11.802139,0.595931,-0.130007,0.792442,50.4407
749,15.6042,-8.795704,14.16913,-11.823669,0.591868,-0.129139,0.795622,50.4016
750,15.625,-8.716483,14.152145,-11.84441,0.587818,-0.128276,0.798758,50.3625
751,15.6458,-8.637778,14.1353,-11.86436,0.583782,-0.127418,0.80185,50.3235
752,15.6667,-8.559599,14.118597,-11.883514,0.579761,-0.126564,0.804897,50.2846
753,15.6875,-8.481962,14.10204,-11.90187,0.575756,-0.125716,0.807899,50.2458
754,15.7083,-8.404878,14.085632,-11.919424,0.571768,-0.124875,0.810856,50.2071
755,15.7292,-8.328361,14.069376,-11.936172,0.567799,-0.124039,0.813768,50.1684
756,15.75,-8.252423,14.053275,-11.952113,0.563851,-0.12321,0.816634,50.1298
757,15.7708,-8.177077,14.037333,-11.967241,0.559924,-0.122387,0.819455,50.0914
758,15.7917,-8.102335,14.021551,-11.981555,0.55602,-0.121572,0.82223,50.053
759,15.8125,-8.028211,14.005934,-11.995051,0.55214,-0.120764,0.824959,50.0146
760,15.8333,-7.960224,13.991648,-12.006786,0.548575,-0.120025,0.827442,49.9789
761,15.8542,-7.895367,13.978078,-12.017349,0.54517,-0.119323,0.82979,49.9446
762,15.875,-7.83002,13.964463,-12.027382,0.541735,-0.118618,0.832138,49.9102
763,15.8958,-7.764197,13.950806,-12.036888,0.53827,-0.117912,0.834483,49.8758
764,15.9167,-7.697916,13.937108,-12.04587,0.534775,-0.117203,0.836827,49.8413
765,15.9375,-7.631191,13.923372,-12.054333,0.531249,-0.116493,0.839168,49.8067
766,15.9583,-7.564039,13.909599,-12.062279,0.527694,-0.115779,0.841507,49.7721
767,15.9792,-7.496475,13.895791,-12.069712,0.524109,-0.115064,0.843842,49.7374
768,16.0,-7.428515,13.88195,-12.076637,0.520494,-0.114346,0.846174,49.7027
769,16.0208,-7.360175,13.868079,-12.083055,0.51685,-0.113625,0.848502,49.6679
770,16.0417,-7.291469,13.854178,-12.088972,0.513176,-0.112902,0.850825,49.6331
771,16.0625,-7.222413,13.84025,-12.09439,0.509472,-0.112177,0.853144,49.5983
772,16.0833,-7.153023,13.826297,-12.099313,0.50574,-0.111449,0.855457,49.5634
773,16.1042,-7.083313,13.81232,-12.103744,0.501978,-0.110718,0.857764,49.5285
774,16.125,-7.013299,13.798321,-12.107688,0.498187,-0.109984,0.860066,49.4935
775,16.1458,-6.942995,13.784303,-12.111147,0.494368,-0.109248,0.86236,49.4586
776,16.1667,-6.872416,13.770267,-12.114125,0.49052,-0.108509,0.864648,49.4236
777,16.1875,-6.801578,13.756215,-12.116626,0.486644,-0.107768,0.866928,49.3886
778,16.2083,-6.730495,13.742148,-12.118653,0.482739,-0.107023,0.8692,49.3536
779,16.2292,-6.659181,13.728069,-12.12021,0.478807,-0.106276,0.871464,49.3185
780,16.25,-6.587652,13.713979,-12.121299,0.474847,-0.105526,0.873719,49.2835
781,16.2708,-6.515921,13.69988,-12.121925,0.470859,-0.104772,0.875965,49.2485
782,16.2917,-6.444003,13.685774,-12.122092,0.466844,-0.104017,0.878201,49.2135
783,16.3125,-6.371912,13.671662,-12.121801,0.462803,-0.103258,0.880427,49.1784
784,16.3333,-6.299663,13.657547,-12.121058,0.458735,-0.102496,0.882642,49.1434
785,16.3542,-6.22727,13.64343,-12.119865,0.45464,-0.101731,0.884846,49.1084
786,16.375,-6.154746,13.629312,-12.118226,0.45052,-0.100964,0.887039,49.0735
787,16.3958,-6.082106,13.615196,-12.116144,0.446374,-0.100194,0.88922,49.0385
788,16.4167,-6.009364,13.601083,-12.113623,0.442203,-0.09942,0.891388,49.0036
789,16.4375,-5.936532,13.586974,-12.110666,0.438006,-0.098644,0.893543,48.9687
790,16.4583,-5.863625,13.572873,-12.107277,0.433786,-0.097865,0.895685,48.9338
791,16.4792,-5.790657,13.558779,-12.103459,0.429541,-0.097083,0.897814,48.899
792,16.5,-5.717641,13.544695,-12.099215,0.425273,-0.096298,0.899928,48.8642
793,16.5208,-5.64459,13.530623,-12.094549,0.420981,-0.09551,0.902027,48.8294
794,16.5417,-5.571517,13.516563,-12.089464,0.416666,-0.09472,0.904111,48.7947
795,16.5625,-5.498437,13.502518,-12.083964,0.412329,-0.093927,0.90618,48.76
796,16.5833,-5.425361,13.48849,-12.078052,0.407971,-0.093131,0.908233,48.7254
797,16.6042,-5.352304,13.474479,-12.071731,0.40359,-0.092332,0.910269,48.6908
798,16.625,-5.279277,13.460488,-12.065005,0.399189,-0.09153,0.912288,48.6563
799,16.6458,-5.206294,13.446518,-12.057877,0.394768,-0.090726,0.91429,48.6219
800,16.6667,-5.133368,13.432571,-12.05035,0.390327,-0.089919,0.916275,48.5875
801,16.6875,-5.06051,13.418647,-12.042428,0.385866,-0.08911,0.918241,48.5532
802,16.7083,-4.987735,13.40475,-12.034114,0.381387,-0.088298,0.920189,48.5189
803,16.7292,-4.915053,13.390879,-12.025412,0.37689,-0.087483,0.922117,48.4847
804,16.75,-4.842478,13.377037,-12.016324,0.372375,-0.086667,0.924027,48.4506
805,16.7708,-4.770023,13.363226,-12.006854,0.367843,-0.085847,0.925917,48.4166
806,16.7917,-4.697698,13.349446,-11.997006,0.363296,-0.085025,0.927786,48.3827
807,16.8125,-4.625516,13.335699,-11.986782,0.358732,-0.084201,0.929635,48.3488
808,16.8333,-4.553489,13.321987,-11.976187,0.354153,-0.083375,0.931463,48.3151
809,16.8542,-4.481629,13.308311,-11.965222,0.349561,-0.082547,0.93327,48.2814
810,16.875,-4.409948,13.294673,-11.953893,0.344954,-0.081716,0.935056,48.2478
811,16.8958,-4.338458,13.281073,-11.942201,0.340335,-0.080884,0.936819,48.2143
812,16.9167,-4.267169,13.267514,-11.930149,0.335704,-0.080049,0.93856,48.1809
813,16.9375,-4.196095,13.253997,-11.917743,0.331061,-0.079213,0.940279,48.1477
814,16.9583,-4.125245,13.240523,-11.904984,0.326407,-0.078375,0.941974,48.1145
815,16.9792,-4.054632,13.227094,-11.891875,0.321744,-0.077535,0.943647,48.0814
816,17.0,-3.984266,13.21371,-11.878421,0.317072,-0.076693,0.945296,48.0485
817,17.0208,-3.914159,13.200374,-11.864624,0.312391,-0.07585,0.946921,48.0156
818,17.0417,-3.844321,13.187086,-11.850487,0.307702,-0.075005,0.948522,47.9829
819,17.0625,-3.774765,13.173849,-11.836014,0.303007,-0.074159,0.950098,47.9503
820,17.0833,-3.7055,13.160662,-11.821208,0.298306,-0.073312,0.951651,47.9178
821,17.1042,-3.636537,13.147529,-11.806072,0.2936,-0.072463,0.953178,47.8855
822,17.125,-3.567886,13.134449,-11.790609,0.28889,-0.071613,0.95468,47.8532
823,17.1458,-3.49956,13.121425,-11.774823,0.284177,-0.070763,0.956157,47.8211
824,17.1667,-3.431566,13.108457,-11.758716,0.279461,-0.069911,0.957609,47.7892
825,17.1875,-3.363917,13.095546,-11.742292,0.274743,-0.069059,0.959034,47.7574
826,17.2083,-3.296623,13.082695,-11.725553,0.270025,-0.068206,0.960435,47.7257
827,17.2292,-3.229693,13.069904,-11.708504,0.265307,-0.067352,0.961809,47.6941
828,17.25,-3.163137,13.057174,-11.691147,0.26059,-0.066498,0.963157,47.6627
829,17.2708,-3.096966,13.044507,-11.673485,0.255875,-0.065643,0.964479,47.6314
830,17.2917,-3.031189,13.031904,-11.655522,0.251164,-0.064788,0.965774,47.6003
831,17.3125,-2.965816,13.019366,-11.63726,0.246456,-0.063933,0.967043,47.5694
832,17.3333,-2.900857,13.006894,-11.618703,0.241753,-0.063078,0.968285,47.5386
833,17.3542,-2.83632,12.994489,-11.599854,0.237056,-0.062223,0.969501,47.5079
834,17.375,-2.772216,12.982153,-11.580715,0.232366,-0.061369,0.97069,47.4774
835,17.3958,-2.708555,12.969887,-11.56129,0.227684,-0.060514,0.971853,47.4471
836,17.4167,-2.645344,12.957691,-11.541582,0.22301,-0.05966,0.972989,47.4169
837,17.4375,-2.582593,12.945567,-11.521594,0.218346,-0.058807,0.974098,47.3869
838,17.4583,-2.520312,12.933516,-11.50133,0.213693,-0.057954,0.97518,47.357
839,17.4792,-2.458508,12.92154,-11.480791,0.209052,-0.057102,0.976236,47.3273
840,17.5,-2.397192,12.909638,-11.459981,0.204424,-0.056252,0.977265,47.2978
841,17.5208,-2.336371,12.897813,-11.438904,0.199809,-0.055402,0.978267,47.2685
842,17.5417,-2.276054,12.886064,-11.417562,0.195209,-0.054553,0.979243,47.2393
843,17.5625,-2.21625,12.874395,-11.395958,0.190625,-0.053706,0.980193,47.2104
844,17.5833,-2.156967,12.862804,-11.374095,0.186057,-0.05286,0.981116,47.1816
845,17.6042,-2.098214,12.851294,-11.351976,0.181508,-0.052015,0.982013,47.1529
846,17.625,-2.039998,12.839865,-11.329605,0.176977,-0.051173,0.982884,47.1245
847,17.6458,-1.982327,12.828518,-11.306984,0.172466,-0.050332,0.983729,47.0963
848,17.6667,-1.92521,12.817254,-11.284115,0.167976,-0.049493,0.984548,47.0682
849,17.6875,-1.868655,12.806075,-11.261003,0.163508,-0.048657,0.985341,47.0403
850,17.7083,-1.812669,12.794981,-11.23765,0.159063,-0.047822,0.98611,47.0126
851,17.7292,-1.757259,12.783973,-11.214059,0.154641,-0.04699,0.986853,46.9851
852,17.75,-1.702434,12.773052,-11.190232,0.150245,-0.046161,0.987571,46.9578
853,17.7708,-1.648201,12.762218,-11.166174,0.145874,-0.045334,0.988264,46.9307
854,17.7917,-1.594567,12.751474,-11.141886,0.141531,-0.04451,0.988933,46.9038
855,17.8125,-1.541539,12.740819,-11.117372,0.137215,-0.043689,0.989577,46.8771
856,17.8333,-1.489125,12.730255,-11.092634,0.132929,-0.042871,0.990198,46.8507
857,17.8542,-1.437331,12.719782,-11.067676,0.128672,-0.042056,0.990795,46.8244
858,17.875,-1.386165,12.709401,-11.0425,0.124447,-0.041244,0.991369,46.7983
859,17.8958,-1.335633,12.699114,-11.017109,0.120253,-0.040436,0.991919,46.7724
860,17.9167,-1.285742,12.68892,-10.991506,0.116092,-0.039631,0.992447,46.7467
861,17.9375,-1.236498,12.678821,-10.965694,0.111966,-0.03883,0.992953,46.7213
862,17.9583,-1.187908,12.668817,-10.939675,0.107874,-0.038033,0.993437,46.696
863,17.9792,-1.139979,12.658909,-10.913453,0.103819,-0.03724,0.993899,46.671
864,18.0,-1.092716,12.649099,-10.887031,0.0998,-0.036451,0.99434,46.6462
865,18.0208,-1.046126,12.639386,-10.860411,0.09582,-0.035666,0.99476,46.6216
866,18.0417,-1.000215,12.629771,-10.833595,0.091878,-0.034885,0.995159,46.5972
867,18.0625,-0.954989,12.620256,-10.806588,0.087977,-0.034109,0.995538,46.573
868,18.0833,-0.910453,12.61084,-10.779391,0.084116,-0.033338,0.995898,46.5491
869,18.1042,-0.866613,12.601525,-10.752007,0.080297,-0.032571,0.996239,46.5254
870,18.125,-0.823476,12.592311,-10.724439,0.076521,-0.031809,0.99656,46.5019
871,18.1458,-0.781045,12.583199,-10.69669,0.072788,-0.031052,0.996864,46.4786
872,18.1667,-0.739328,12.57419,-10.668763,0.069101,-0.0303,0.997149,46.4555
873,18.1875,-0.698329,12.565284,-10.64066,0.065459,-0.029554,0.997418,46.4327
874,18.2083,-0.658053,12.556481,-10.612385,0.061863,-0.028812,0.997669,46.4101
875,18.2292,-0.618505,12.547783,-10.583939,0.058316,-0.028076,0.997903,46.3878
876,18.25,-0.57969,12.53919,-10.555325,0.054816,-0.027346,0.998122,46.3657
877,18.2708,-0.541614,12.530703,-10.526547,0.051366,-0.026622,0.998325,46.3438
878,18.2917,-0.504281,12.522322,-10.497607,0.047966,-0.025903,0.998513,46.3221
879,18.3125,-0.467695,12.514047,-10.468507,0.044618,-0.02519,0.998687,46.3007
880,18.3333,-0.431861,12.50588,-10.439251,0.041321,-0.024483,0.998846,46.2795
881,18.3542,-0.396783,12.49782,-10.40984,0.038078,-0.023782,0.998992,46.2586
882,18.375,-0.362466,12.489869,-10.380278,0.034888,-0.023088,0.999124,46.2378
883,18.3958,-0.328914,12.482026,-10.350568,0.031753,-0.0224,0.999245,46.2174
884,18.4167,-0.296131,12.474293,-10.320711,0.028674,-0.021718,0.999353,46.1971
885,18.4375,-0.264121,12.466669,-10.290711,0.025652,-0.021043,0.999449,46.1772
886,18.4583,-0.232888,12.459156,-10.26057,0.022687,-0.020375,0.999535,46.1574
887,18.4792,-0.202435,12.451753,-10.23029,0.01978,-0.019713,0.99961,46.1379
888,18.5,-0.172767,12.444462,-10.199875,0.016933,-0.019059,0.999675,46.1186
889,18.5208,-0.143886,12.437282,-10.169327,0.014145,-0.018411,0.99973,46.0996
890,18.5417,-0.115796,12.430214,-10.138649,0.011419,-0.017771,0.999777,46.0809
891,18.5625,-0.088501,12.423258,-10.107842,0.008754,-0.017138,0.999815,46.0623
892,18.5833,-0.062003,12.416415,-10.076911,0.006152,-0.016512,0.999845,46.0441
893,18.6042,-0.036306,12.409685,-10.045856,0.003614,-0.015893,0.999867,46.026
894,18.625,-0.011413,12.403068,-10.014681,0.001139,-0.015283,0.999883,46.0083
895,18.6458,0.010738,12.397093,-9.98592,-0.001075,-0.014728,0.999891,45.9954
896,18.6667,0.030545,12.391677,-9.959157,-0.003067,-0.014224,0.999894,45.9867
897,18.6875,0.049784,12.386348,-9.93212,-0.005012,-0.013726,0.999893,45.9781
898,18.7083,0.068463,12.381103,-9.904814,-0.006911,-0.013235,0.999889,45.9695
899,18.7292,0.086591,12.375941,-9.877245,-0.008766,-0.012749,0.99988,45.9611
900,18.75,0.104176,12.370862,-9.849418,-0.010575,-0.012269,0.999869,45.9527
901,18.7708,0.121227,12.365864,-9.821338,-0.012341,-0.011795,0.999854,45.9443
902,18.7917,0.137752,12.360946,-9.793013,-0.014064,-0.011327,0.999837,45.9361
903,18.8125,0.153759,12.356107,-9.764447,-0.015744,-0.010865,0.999817,45.9279
904,18.8333,0.169256,12.351346,-9.735645,-0.017382,-0.010408,0.999795,45.9198
905,18.8542,0.184252,12.346661,-9.706614,-0.018978,-0.009956,0.99977,45.9118
906,18.875,0.198754,12.342052,-9.677358,-0.020533,-0.00951,0.999744,45.9038
907,18.8958,0.212771,12.337518,-9.647883,-0.022047,-0.009069,0.999716,45.8959
908,18.9167,0.22631,12.333056,-9.618195,-0.023522,-0.008633,0.999686,45.888
909,18.9375,0.239379,12.328667,-9.588299,-0.024957,-0.008202,0.999655,45.8803
910,18.9583,0.251986,12.324349,-9.558199,-0.026353,-0.007776,0.999622,45.8726
911,18.9792,0.264139,12.320101,-9.527902,-0.027711,-0.007354,0.999589,45.8649
912,19.0,0.275845,12.315923,-9.497413,-0.029031,-0.006938,0.999554,45.8573
913,19.0208,0.287113,12.311812,-9.466736,-0.030314,-0.006526,0.999519,45.8498
914,19.0417,0.297949,12.307768,-9.435877,-0.03156,-0.006119,0.999483,45.8424
915,19.0625,0.308361,12.30379,-9.404842,-0.032769,-0.005716,0.999447,45.835
916,19.0833,0.318356,12.299877,-9.373634,-0.033943,-0.005318,0.99941,45.8276
917,19.1042,0.327943,12.296028,-9.34226,-0.035081,-0.004924,0.999372,45.8204
918,19.125,0.337127,12.292242,-9.310723,-0.036184,-0.004534,0.999335,45.8131
919,19.1458,0.345917,12.288517,-9.27903,-0.037253,-0.004148,0.999297,45.806
920,19.1667,0.35432,12.284854,-9.247185,-0.038288,-0.003766,0.99926,45.7989
921,19.1875,0.362342,12.28125,-9.215193,-0.039289,-0.003389,0.999222,45.7918
922,19.2083,0.369991,12.277706,-9.183059,-0.040258,-0.003015,0.999185,45.7848
923,19.2292,0.377274,12.274219,-9.150787,-0.041193,-0.002644,0.999148,45.7779
924,19.25,0.384198,12.270789,-9.118383,-0.042097,-0.002278,0.999111,45.771
925,19.2708,0.390769,12.267416,-9.08585,-0.042969,-0.001915,0.999075,45.7642
926,19.2917,0.396994,12.264097,-9.053195,-0.043809,-0.001556,0.999039,45.7574
927,19.3125,0.402881,12.260833,-9.020421,-0.044619,-0.0012,0.999003,45.7507
928,19.3333,0.408436,12.257622,-8.987534,-0.045398,-0.000847,0.998969,45.744
929,19.3542,0.413665,12.254464,-8.954537,-0.046147,-0.000498,0.998935,45.7374
930,19.375,0.418576,12.251357,-8.921435,-0.046866,-0.000152,0.998901,45.7309
931,19.3958,0.423173,12.2483,-8.888234,-0.047557,0.000191,0.998869,45.7243
932,19.4167,0.427465,12.245294,-8.854936,-0.048218,0.000531,0.998837,45.7179
933,19.4375,0.431458,12.242336,-8.821548,-0.048851,0.000868,0.998806,45.7115
934,19.4583,0.435157,12.239426,-8.788072,-0.049456,0.001202,0.998776,45.7051
935,19.4792,0.438569,12.236563,-8.754514,-0.050034,0.001533,0.998746,45.6988
936,19.5,0.4417,12.233747,-8.720878,-0.050584,0.001861,0.998718,45.6925
937,19.5208,0.444557,12.230976,-8.687168,-0.051107,0.002187,0.998691,45.6863
938,19.5417,0.447145,12.228249,-8.653388,-0.051604,0.00251,0.998664,45.6801
939,19.5625,0.449471,12.225567,-8.619544,-0.052075,0.002831,0.998639,45.674
940,19.5833,0.45154,12.222927,-8.585637,-0.05252,0.003149,0.998615,45.6679
941,19.6042,0.453358,12.220329,-8.551674,-0.052939,0.003465,0.998592,45.6618
942,19.625,0.454932,12.217773,-8.517658,-0.053334,0.003778,0.99857,45.6558
943,19.6458,0.456267,12.215257,-8.483593,-0.053704,0.004089,0.998549,45.6498
944,19.6667,0.457368,12.212781,-8.449484,-0.05405,0.004398,0.998529,45.6439
945,19.6875,0.458241,12.210345,-8.415333,-0.054372,0.004705,0.99851,45.638
